sim_time_min,queue_len,in_service,completed,balked,reneged,atm_busy_flags
0.000000,0,0,0,0,0,00
0.500000,0,0,0,0,0,00
1.000000,0,0,0,0,0,00
1.500000,0,0,0,0,0,00
2.000000,0,0,0,0,0,00
2.500000,0,0,0,0,0,00
3.000000,0,0,0,0,0,00
3.500000,0,0,0,0,0,00
4.000000,0,1,0,0,0,10
4.500000,0,1,0,0,0,10
5.000000,0,1,0,0,0,10
5.500000,0,2,0,0,0,11
6.000000,0,2,0,0,0,11
6.500000,0,2,0,0,0,11
7.000000,0,2,0,0,0,11
7.500000,0,1,1,0,0,10
8.000000,0,1,1,0,0,10
8.500000,0,0,2,0,0,00
9.000000,0,0,2,0,0,00
9.500000,0,1,2,0,0,10
10.000000,0,1,2,0,0,10
10.500000,0,1,2,0,0,10
11.000000,0,1,2,0,0,10
11.500000,0,1,2,0,0,10
12.000000,0,1,2,0,0,10
12.500000,0,1,2,0,0,10
13.000000,0,1,2,0,0,10
13.500000,0,1,2,0,0,10
14.000000,0,0,3,0,0,00
14.500000,0,0,3,0,0,00
15.000000,0,1,3,0,0,10
15.500000,0,2,3,0,0,11
16.000000,0,2,3,0,0,11
16.500000,0,1,4,0,0,01
17.000000,0,0,5,0,0,00
17.500000,0,0,5,0,0,00
18.000000,0,0,5,0,0,00
18.500000,0,0,5,0,0,00
19.000000,0,0,5,0,0,00
19.500000,0,0,5,0,0,00
20.000000,0,0,5,0,0,00
20.500000,0,1,5,0,0,10
21.000000,0,1,5,0,0,10
21.500000,0,1,5,0,0,10
22.000000,0,1,5,0,0,10
22.500000,0,1,5,0,0,10
23.000000,0,1,5,0,0,10
23.500000,0,1,5,0,0,10
24.000000,0,0,6,0,0,00
24.500000,0,0,6,0,0,00
25.000000,0,0,6,0,0,00
25.500000,0,0,6,0,0,00
26.000000,0,0,6,0,0,00
26.500000,0,0,6,0,0,00
27.000000,0,0,6,0,0,00
27.500000,0,0,6,0,0,00
28.000000,0,0,6,0,0,00
28.500000,0,0,6,0,0,00
29.000000,0,0,6,0,0,00
29.500000,0,0,6,0,0,00
30.000000,0,0,6,0,0,00
30.500000,0,0,6,0,0,00
31.000000,0,0,6,0,0,00
31.500000,0,0,6,0,0,00
32.000000,0,0,6,0,0,00
32.500000,0,0,6,0,0,00
33.000000,0,0,6,0,0,00
33.500000,0,0,6,0,0,00
34.000000,0,1,6,0,0,10
34.500000,0,1,6,0,0,10
35.000000,0,1,6,0,0,10
35.500000,0,1,6,0,0,10
36.000000,0,1,6,0,0,10
36.500000,0,2,6,0,0,11
37.000000,1,2,6,0,0,11
37.500000,1,2,6,0,0,11
38.000000,1,2,7,0,0,11
38.500000,1,2,7,0,0,11
39.000000,1,2,7,0,0,11
39.500000,0,2,8,0,0,11
40.000000,0,2,8,0,0,11
40.500000,0,2,8,0,0,11
41.000000,0,2,8,0,0,11
41.500000,0,2,8,0,0,11
42.000000,0,2,8,0,0,11
42.500000,0,1,9,0,0,01
43.000000,0,1,9,0,0,01
43.500000,0,1,9,0,0,01
44.000000,0,0,10,0,0,00
44.500000,0,0,10,0,0,00
45.000000,0,0,10,0,0,00
45.500000,0,0,10,0,0,00
46.000000,0,0,10,0,0,00
46.500000,0,0,10,0,0,00
47.000000,0,0,10,0,0,00
47.500000,0,0,10,0,0,00
48.000000,0,0,10,0,0,00
48.500000,0,0,10,0,0,00
49.000000,0,0,10,0,0,00
49.500000,0,0,10,0,0,00
50.000000,0,0,10,0,0,00
50.500000,0,0,10,0,0,00
51.000000,0,0,10,0,0,00
51.500000,0,0,10,0,0,00
52.000000,0,1,10,0,0,10
52.500000,0,1,10,0,0,10
53.000000,0,1,10,0,0,10
53.500000,0,1,10,0,0,10
54.000000,0,1,10,0,0,10
54.500000,0,1,10,0,0,10
55.000000,0,1,10,0,0,10
55.500000,0,1,10,0,0,10
56.000000,0,2,10,0,0,11
56.500000,0,2,10,0,0,11
57.000000,0,2,10,0,0,11
57.500000,0,2,10,0,0,11
58.000000,0,2,10,0,0,11
58.500000,0,2,10,0,0,11
59.000000,0,1,12,0,0,10
59.500000,0,1,12,0,0,10
60.000000,0,1,12,0,0,10
60.500000,0,1,12,0,0,10
61.000000,0,0,13,0,0,00
61.500000,0,0,13,0,0,00
62.000000,0,0,13,0,0,00
62.500000,0,0,13,0,0,00
63.000000,0,0,13,0,0,00
63.500000,0,0,13,0,0,00
64.000000,0,0,13,0,0,00
64.500000,0,0,13,0,0,00
65.000000,0,0,13,0,0,00
65.500000,0,0,13,0,0,00
66.000000,0,0,13,0,0,00
66.500000,0,0,13,0,0,00
67.000000,0,0,13,0,0,00
67.500000,0,0,13,0,0,00
68.000000,0,0,13,0,0,00
68.500000,0,1,13,0,0,10
69.000000,0,1,13,0,0,10
69.500000,0,1,13,0,0,10
70.000000,0,1,13,0,0,10
70.500000,0,1,13,0,0,10
71.000000,0,1,13,0,0,10
71.500000,0,1,13,0,0,10
72.000000,0,1,13,0,0,10
72.500000,0,1,13,0,0,10
73.000000,0,1,13,0,0,10
73.500000,0,1,13,0,0,10
74.000000,0,0,14,0,0,00
74.500000,0,0,14,0,0,00
75.000000,0,0,14,0,0,00
75.500000,0,0,14,0,0,00
76.000000,0,0,14,0,0,00
