sim_time_min,queue_len,in_service,completed,balked,reneged,atm_busy_flags
0.000000,0,0,0,0,0,000
0.500000,0,0,0,0,0,000
1.000000,0,0,0,0,0,000
1.500000,0,0,0,0,0,000
2.000000,0,0,0,0,0,000
2.500000,0,0,0,0,0,000
3.000000,0,0,0,0,0,000
3.500000,0,0,0,0,0,000
4.000000,0,0,0,0,0,000
4.500000,0,0,0,0,0,000
5.000000,0,0,0,0,0,000
5.500000,0,0,0,0,0,000
6.000000,0,0,0,0,0,000
6.500000,0,0,0,0,0,000
7.000000,0,0,0,0,0,000
7.500000,0,0,0,0,0,000
8.000000,0,0,0,0,0,000
8.500000,0,0,0,0,0,000
9.000000,0,0,0,0,0,000
9.500000,0,0,0,0,0,000
10.000000,0,0,0,0,0,000
10.500000,0,1,0,0,0,100
11.000000,0,1,0,0,0,100
11.500000,0,1,0,0,0,100
12.000000,0,1,0,0,0,100
12.500000,0,1,0,0,0,100
13.000000,0,0,1,0,0,000
13.500000,0,0,1,0,0,000
14.000000,0,0,1,0,0,000
14.500000,0,0,1,0,0,000
15.000000,0,0,1,0,0,000
15.500000,0,0,1,0,0,000
16.000000,0,0,1,0,0,000
16.500000,0,0,1,0,0,000
17.000000,0,0,1,0,0,000
17.500000,0,0,1,0,0,000
18.000000,0,0,1,0,0,000
18.500000,0,1,1,0,0,100
19.000000,0,1,1,0,0,100
19.500000,0,1,1,0,0,100
20.000000,0,1,1,0,0,100
20.500000,0,0,2,0,0,000
21.000000,0,0,2,0,0,000
21.500000,0,0,2,0,0,000
22.000000,0,0,2,0,0,000
22.500000,0,0,2,0,0,000
23.000000,0,0,2,0,0,000
23.500000,0,0,2,0,0,000
24.000000,0,0,2,0,0,000
24.500000,0,0,2,0,0,000
25.000000,0,0,2,0,0,000
25.500000,0,0,2,0,0,000
26.000000,0,0,2,0,0,000
26.500000,0,1,2,0,0,100
27.000000,0,1,2,0,0,100
27.500000,0,1,2,0,0,100
28.000000,0,1,2,0,0,100
28.500000,0,1,2,0,0,100
29.000000,0,1,2,0,0,100
29.500000,0,1,2,0,0,100
30.000000,0,1,2,0,0,100
30.500000,0,1,2,0,0,100
31.000000,0,0,3,0,0,000
31.500000,0,0,3,0,0,000
32.000000,0,0,3,0,0,000
32.500000,0,0,3,0,0,000
33.000000,0,0,3,0,0,000
33.500000,0,0,3,0,0,000
34.000000,0,0,3,0,0,000
34.500000,0,0,3,0,0,000
35.000000,0,2,3,0,0,110
35.500000,0,2,3,0,0,110
36.000000,0,2,3,0,0,110
36.500000,0,1,4,0,0,010
37.000000,0,1,5,0,0,100
37.500000,0,1,5,0,0,100
38.000000,0,1,5,0,0,100
38.500000,0,2,5,0,0,110
39.000000,0,2,5,0,0,110
39.500000,0,2,5,0,0,110
40.000000,0,2,5,0,0,110
40.500000,0,1,6,0,0,010
41.000000,0,1,6,0,0,010
41.500000,0,1,6,0,0,010
42.000000,0,1,6,0,0,010
42.500000,0,1,6,0,0,010
43.000000,0,1,6,0,0,010
43.500000,0,1,7,0,0,100
44.000000,0,2,7,0,0,110
44.500000,0,3,7,0,0,111
45.000000,0,2,8,0,0,110
45.500000,0,2,8,0,0,110
46.000000,0,2,8,0,0,110
46.500000,0,2,8,0,0,110
47.000000,0,2,8,0,0,110
47.500000,0,2,8,0,0,110
48.000000,0,2,8,0,0,110
48.500000,0,1,9,0,0,010
49.000000,0,1,9,0,0,010
49.500000,0,1,9,0,0,010
50.000000,0,1,9,0,0,010
50.500000,0,1,9,0,0,010
51.000000,0,0,10,0,0,000
51.500000,0,1,10,0,0,100
52.000000,0,1,10,0,0,100
52.500000,0,1,10,0,0,100
53.000000,0,1,10,0,0,100
53.500000,0,1,10,0,0,100
54.000000,0,0,11,0,0,000
54.500000,0,0,11,0,0,000
55.000000,0,0,11,0,0,000
55.500000,0,0,11,0,0,000
56.000000,0,0,11,0,0,000
56.500000,0,0,11,0,0,000
57.000000,0,1,11,0,0,100
57.500000,0,1,11,0,0,100
58.000000,0,1,11,0,0,100
58.500000,0,1,11,0,0,100
59.000000,0,1,11,0,0,100
59.500000,0,2,11,0,0,110
60.000000,0,2,11,0,0,110
60.500000,0,3,11,0,0,111
61.000000,0,2,12,0,0,011
61.500000,0,2,12,0,0,011
62.000000,0,1,13,0,0,010
62.500000,0,0,14,0,0,000
63.000000,0,0,14,0,0,000
63.500000,0,0,14,0,0,000
64.000000,0,0,14,0,0,000
64.500000,0,0,14,0,0,000
