sim_time_min,queue_len,in_service,completed,balked,reneged,atm_busy_flags
0.000000,0,0,0,0,0,00
0.500000,0,1,0,0,0,10
1.000000,0,1,0,0,0,10
1.500000,0,2,0,0,0,11
2.000000,0,2,0,0,0,11
2.500000,0,2,0,0,0,11
3.000000,0,1,1,0,0,01
3.500000,0,1,2,0,0,10
4.000000,0,2,2,0,0,11
4.500000,1,2,2,0,0,11
5.000000,0,2,3,0,0,11
5.500000,0,1,4,0,0,10
6.000000,0,1,4,0,0,10
6.500000,0,1,4,0,0,10
7.000000,0,1,4,0,0,10
7.500000,0,0,5,0,0,00
8.000000,0,0,5,0,0,00
8.500000,0,0,5,0,0,00
9.000000,0,0,5,0,0,00
9.500000,0,0,5,0,0,00
10.000000,0,0,5,0,0,00
10.500000,0,0,5,0,0,00
11.000000,0,0,5,0,0,00
11.500000,0,0,5,0,0,00
12.000000,0,0,5,0,0,00
12.500000,0,0,5,0,0,00
13.000000,0,0,5,0,0,00
13.500000,0,0,5,0,0,00
14.000000,0,0,5,0,0,00
14.500000,0,0,5,0,0,00
15.000000,0,0,5,0,0,00
15.500000,0,0,5,0,0,00
16.000000,0,0,5,0,0,00
16.500000,0,0,5,0,0,00
17.000000,0,0,5,0,0,00
17.500000,0,0,5,0,0,00
18.000000,0,0,5,0,0,00
18.500000,0,1,5,0,0,10
19.000000,0,1,5,0,0,10
19.500000,0,1,5,0,0,10
20.000000,0,0,6,0,0,00
20.500000,0,0,6,0,0,00
21.000000,0,0,6,0,0,00
21.500000,0,0,6,0,0,00
22.000000,0,0,6,0,0,00
22.500000,0,0,6,0,0,00
23.000000,0,0,6,0,0,00
23.500000,0,0,6,0,0,00
24.000000,0,0,6,0,0,00
24.500000,0,0,6,0,0,00
25.000000,0,1,6,0,0,10
25.500000,0,1,6,0,0,10
26.000000,0,2,6,0,0,11
26.500000,0,2,6,0,0,11
27.000000,0,1,7,0,0,01
27.500000,0,1,7,0,0,01
28.000000,0,1,8,0,0,10
28.500000,0,1,8,0,0,10
29.000000,0,1,8,0,0,10
29.500000,0,1,8,0,0,10
30.000000,0,1,8,0,0,10
30.500000,0,1,8,0,0,10
31.000000,0,1,8,0,0,10
31.500000,0,1,8,0,0,10
32.000000,0,2,8,0,0,11
32.500000,0,1,9,0,0,01
33.000000,0,1,9,0,0,01
33.500000,0,2,9,0,0,11
34.000000,0,2,9,0,0,11
34.500000,0,2,9,0,0,11
35.000000,0,2,9,0,0,11
35.500000,0,2,9,0,0,11
36.000000,0,2,9,0,0,11
36.500000,0,1,10,0,0,01
37.000000,0,1,10,0,0,01
37.500000,0,1,10,0,0,01
38.000000,0,1,10,0,0,01
38.500000,0,2,10,0,0,11
39.000000,0,2,10,0,0,11
39.500000,0,2,10,0,0,11
40.000000,0,2,10,0,0,11
40.500000,0,2,10,0,0,11
41.000000,0,2,10,0,0,11
41.500000,0,1,11,0,0,01
42.000000,0,1,11,0,0,01
42.500000,0,1,11,0,0,01
43.000000,0,2,11,0,0,11
43.500000,0,2,11,0,0,11
44.000000,0,1,12,0,0,10
44.500000,0,1,12,0,0,10
45.000000,0,1,12,0,0,10
45.500000,0,1,12,0,0,10
46.000000,0,1,13,0,0,10
46.500000,0,2,13,0,0,11
47.000000,0,2,13,0,0,11
47.500000,0,2,13,0,0,11
48.000000,0,2,13,0,0,11
48.500000,0,1,14,0,0,01
49.000000,0,2,14,0,0,11
49.500000,0,2,14,0,0,11
50.000000,0,1,15,0,0,10
50.500000,0,2,15,0,0,11
51.000000,0,2,15,0,0,11
51.500000,0,2,15,0,0,11
52.000000,0,2,15,0,0,11
52.500000,0,2,16,0,0,11
53.000000,0,1,17,0,0,01
53.500000,0,1,17,0,0,01
54.000000,0,0,18,0,0,00
54.500000,0,0,18,0,0,00
55.000000,0,0,18,0,0,00
55.500000,0,1,18,0,0,10
56.000000,0,1,18,0,0,10
56.500000,0,1,18,0,0,10
57.000000,0,1,18,0,0,10
57.500000,0,1,18,0,0,10
58.000000,0,1,18,0,0,10
58.500000,0,2,18,0,0,11
59.000000,0,2,18,0,0,11
59.500000,0,1,19,0,0,01
60.000000,0,1,19,0,0,01
60.500000,0,2,19,0,0,11
61.000000,0,2,19,0,0,11
61.500000,0,2,19,0,0,11
62.000000,0,2,19,0,0,11
62.500000,0,2,19,0,0,11
63.000000,0,2,19,0,0,11
63.500000,0,2,19,0,0,11
64.000000,0,2,20,0,0,11
64.500000,0,2,20,0,0,11
65.000000,0,1,21,0,0,10
65.500000,0,1,21,0,0,10
66.000000,0,1,21,0,0,10
66.500000,0,1,21,0,0,10
67.000000,0,1,21,0,0,10
67.500000,0,1,21,0,0,10
68.000000,0,1,22,0,0,01
68.500000,0,1,22,0,0,01
69.000000,0,1,22,0,0,01
69.500000,0,1,22,0,0,01
70.000000,0,2,22,0,0,11
70.500000,0,2,22,0,0,11
71.000000,0,1,23,0,0,10
71.500000,1,2,23,0,0,11
72.000000,1,2,23,0,0,11
72.500000,1,2,23,0,0,11
73.000000,1,2,23,0,0,11
73.500000,1,2,23,0,0,11
74.000000,0,2,24,0,0,11
74.500000,0,2,24,0,0,11
75.000000,0,2,24,0,0,11
75.500000,0,2,24,0,0,11
76.000000,1,2,24,0,0,11
76.500000,1,2,24,0,0,11
